point_id,gene,Z,X,Y,fov
169,Lgals3bp,1.5522032124453489,414.96579045490427,131.5323878690776,F5_B_rightFOV_75J04
170,Lgals3bp,1.7010699948688572,419.9507078717817,159.94416593273777,F5_B_rightFOV_75J04
171,Lgals3bp,1.5275165212019886,435.34305422575335,133.59642761052314,F5_B_rightFOV_75J04
172,Gfap,1.5889359322148573,438.06171130043225,139.72232793222065,F5_B_rightFOV_75J04
173,Sox2,1.612415192627543,478.52434063117823,160.59969278898993,F5_B_rightFOV_75J04
174,Lgals3bp,1.5879794330183432,485.18244505049125,142.46156432683645,F5_B_rightFOV_75J04
175,KCNK2,1.558890603993429,491.6464497336057,131.52922099588767,F5_B_rightFOV_75J04
176,Irg1,1.5611106232767202,493.1134519189037,192.28421185777356,F5_B_rightFOV_75J04
177,UNC13A,1.7491696292416574,411.4581465211567,150.00721024961345,F5_B_rightFOV_75J04
178,Sox2,1.4999687713264573,426.25069492107167,136.61193568530194,F5_B_rightFOV_75J04
179,NOV,1.6709892465519431,434.96238064614914,182.8181755528949,F5_B_rightFOV_75J04
180,Lgals3bp,1.6208574763689374,440.3627127146982,167.98537696733834,F5_B_rightFOV_75J04
181,Vsir,1.6262646533448915,479.45254825177113,182.50616343308022,F5_B_rightFOV_75J04
182,Ctsd,1.6558811361899315,485.1182683991792,144.06449691842914,F5_B_rightFOV_75J04
183,Irg1,1.6391824302433602,489.3153136122101,147.94667325669278,F5_B_rightFOV_75J04
184,SNAP25,1.645640456096937,494.42958794297186,181.66653796319991,F5_B_rightFOV_75J04
185,Laptm5,1.64623295048528,498.21416680408794,152.327676945192,F5_B_rightFOV_75J04
186,ACTB,1.60649937313816,498.728169411315,160.6654755386457,F5_B_rightFOV_75J04
187,Syp,1.67321018422272,402.9783606557377,140.59862020956825,F5_B_rightFOV_75J04
188,Itgam,1.6526841788468345,442.70393223399543,174.42951487094822,F5_B_rightFOV_75J04
189,Laptm5,1.5265291376133487,451.34595758517264,193.5629631573086,F5_B_rightFOV_75J04
190,UNC13A,1.6346568325853372,453.0714599257409,144.75665431328318,F5_B_rightFOV_75J04
191,ACTB,1.51451952303016,453.7183879158939,131.0866835655227,F5_B_rightFOV_75J04
192,Irg1,1.6393965290974173,456.01149698159554,171.40351116716036,F5_B_rightFOV_75J04
193,Neurod6,1.71283560408736,458.6704410438791,184.82649585590687,F5_B_rightFOV_75J04
194,Neurod6,1.678051184695703,459.0115548902924,167.77339880899854,F5_B_rightFOV_75J04
195,Neurod1,1.7439410524067542,461.97596283738676,186.2741881024015,F5_B_rightFOV_75J04
196,PTGDS,1.7300757364924344,464.1078669978779,169.69020939508144,F5_B_rightFOV_75J04
197,UNC13A,1.6617854475259202,472.5251024600102,176.91018991642068,F5_B_rightFOV_75J04
198,UNC13A,1.7661050074723428,414.2482064900766,174.87483579891887,F5_B_rightFOV_75J04
199,Lgals3bp,1.6487537472233373,415.14343328847855,140.77489153980437,F5_B_rightFOV_75J04
200,Gfap,1.6975844922039658,417.4626235145386,160.31928137645886,F5_B_rightFOV_75J04
201,Itgb5,1.7095949187065373,444.2234702486411,129.15475881038088,F5_B_rightFOV_75J04
202,STXBP5,1.754530812324926,450.216726190476,180.6341245917982,F5_B_rightFOV_75J04
203,Grin3a,1.7408226576107657,457.216955383553,133.33076370342016,F5_B_rightFOV_75J04
204,UNC13A,1.6372376239217374,473.0297078003682,139.09670976995105,F5_B_rightFOV_75J04
205,CALB1,1.715887270727886,474.39911195387066,187.0919227113322,F5_B_rightFOV_75J04
206,Gfap,1.7171965158587201,475.533712435836,166.0419799552197,F5_B_rightFOV_75J04
207,Ctsd,1.715891559029726,478.2003684285614,173.83222347096944,F5_B_rightFOV_75J04
208,PTGDS,1.7573903641007773,479.8656461809545,160.04222765306466,F5_B_rightFOV_75J04
209,UNC13A,1.755021515980103,486.55772577771313,155.7435272581362,F5_B_rightFOV_75J04
210,UNC13A,1.8080864184032686,492.0118560598648,144.85124650255628,F5_B_rightFOV_75J04
211,Sdc4,1.7319453217550858,493.91197247654844,141.70475709598878,F5_B_rightFOV_75J04
212,Ntf3,1.6601727789809373,453.9258861467433,131.20497007184727,F5_B_rightFOV_75J04
213,Lgals3bp,1.7555555308106057,457.50612606633706,135.7710368106847,F5_B_rightFOV_75J04
214,ACTB,1.761350910089783,460.2875381794079,171.39792836365632,F5_B_rightFOV_75J04
215,UNC13A,1.8560680704091084,463.03220909836926,169.4652240062938,F5_B_rightFOV_75J04
216,UNC13A,1.75830038158392,463.846094273048,151.91159066184446,F5_B_rightFOV_75J04
217,Irg1,1.7313025210084,467.33007844387754,186.40789797615201,F5_B_rightFOV_75J04
218,NOV,1.6915686692910514,467.49631015783064,153.7473794530371,F5_B_rightFOV_75J04
219,Ctsd,1.7406213345758972,470.68708447145576,178.9163429292287,F5_B_rightFOV_75J04
220,Lgals3bp,1.7260982787744916,471.11483029180715,184.33974139236994,F5_B_rightFOV_75J04
221,CcrlG,1.727251695672743,475.6911570008937,166.16686965813537,F5_B_rightFOV_75J04
222,Olfml3,1.7623244479496345,479.3257772319317,158.8271336047801,F5_B_rightFOV_75J04
223,UNC13A,1.839300141986903,402.0976783767691,162.88459107948918,F5_B_rightFOV_75J04
224,HIF-1α,1.804446707399863,403.6736965376782,153.41706248175393,F5_B_rightFOV_75J04
225,Sox2,1.77230429926088,405.55184308767264,155.9715592215642,F5_B_rightFOV_75J04
226,PTGDS,1.8568246118063427,454.81188511906083,148.0465688725521,F5_B_rightFOV_75J04
227,PVALB,1.7098233086148458,456.5350564601561,184.900093651188,F5_B_rightFOV_75J04
228,C1qa,1.7617052613500686,457.32024267941404,186.22385061313267,F5_B_rightFOV_75J04
229,Foxg1,1.856845320630423,462.505571555619,186.17373221848226,F5_B_rightFOV_75J04
230,SNAP25,1.7500060186676343,467.237934848736,190.31284862531407,F5_B_rightFOV_75J04
231,UNC13A,1.95631560173152,470.12477511114076,156.48247544883387,F5_B_rightFOV_75J04
232,Ctsh,1.7630922657255201,473.5380555936626,173.63647534381977,F5_B_rightFOV_75J04
233,Ctsh,1.7189202836505717,475.7311884454102,165.92355335532764,F5_B_rightFOV_75J04
234,Laptm5,1.8222175027023775,496.9484714473588,165.6120682468575,F5_B_rightFOV_75J04
235,UNC13A,1.8128719476157258,434.76973120293053,162.33448054042427,F5_B_rightFOV_75J04
